|dates|Curry_Oregon_UnitedStates.JHU_ConfirmedCases.data|Curry_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Curry_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Curry_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Curry_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Curry_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
