|dates|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|200.0|0|0.0|0|0.0|0
0|2020-05-18|201.0|0|0.0|0|0.0|0
0|2020-05-19|205.0|0|0.0|0|0.0|0
0|2020-05-20|209.0|0|0.0|0|0.0|0
0|2020-05-21|209.0|0|0.0|0|0.0|0
0|2020-05-22|218.0|0|0.0|0|0.0|0
0|2020-05-23|218.0|0|0.0|0|0.0|0
