|dates|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Tolland_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|807.0|0|55.0|0|0.0|0
0|2020-05-25|812.0|0|56.0|0|0.0|0
0|2020-05-26|812.0|0|56.0|0|0.0|0
