|dates|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedCases.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|CrowWing_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|1.0|0|0.0|0
0|2020-05-18|30.0|0|1.0|0|0.0|0
0|2020-05-19|30.0|0|1.0|0|0.0|0
0|2020-05-20|38.0|0|1.0|0|0.0|0
0|2020-05-21|38.0|0|1.0|0|0.0|0
0|2020-05-22|42.0|0|1.0|0|0.0|0
0|2020-05-23|42.0|0|1.0|0|0.0|0
