|dates|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|210.0|0|1.0|0|0.0|0
0|2020-05-18|233.0|0|2.0|0|0.0|0
0|2020-05-19|218.0|0|2.0|0|0.0|0
0|2020-05-20|202.0|0|2.0|0|0.0|0
0|2020-05-21|194.0|0|2.0|0|0.0|0
0|2020-05-22|188.0|0|2.0|0|0.0|0
0|2020-05-23|188.0|0|2.0|0|0.0|0
