|dates|Carver_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Carver_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Carver_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Carver_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Carver_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Carver_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|113.0|0|2.0|0|0.0|0
0|2020-05-18|117.0|0|2.0|0|0.0|0
0|2020-05-19|128.0|0|2.0|0|0.0|0
0|2020-05-20|131.0|0|2.0|0|0.0|0
0|2020-05-21|138.0|0|2.0|0|0.0|0
0|2020-05-22|146.0|0|2.0|0|0.0|0
0|2020-05-23|146.0|0|2.0|0|0.0|0
