|dates|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Olmsted_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|448.0|0|9.0|0|0.0|0
0|2020-05-18|461.0|0|9.0|0|0.0|0
0|2020-05-19|479.0|0|10.0|0|0.0|0
0|2020-05-20|488.0|0|10.0|0|0.0|0
0|2020-05-21|493.0|0|10.0|0|0.0|0
0|2020-05-22|525.0|0|10.0|0|0.0|0
0|2020-05-23|525.0|0|10.0|0|0.0|0
