|dates|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|NewHanover_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|127.0|0|3.0|0|0.0|0
0|2020-05-18|140.0|0|3.0|0|0.0|0
0|2020-05-19|140.0|0|3.0|0|0.0|0
0|2020-05-20|142.0|0|3.0|0|0.0|0
0|2020-05-21|146.0|0|3.0|0|0.0|0
0|2020-05-22|152.0|0|4.0|0|0.0|0
0|2020-05-23|152.0|0|4.0|0|0.0|0
