|dates|BenHill_Georgia_UnitedStates.JHU_ConfirmedCases.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedCases.missing|BenHill_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|BenHill_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|58.0|0|1.0|0|0.0|0
0|2020-05-25|61.0|0|1.0|0|0.0|0
0|2020-05-26|61.0|0|1.0|0|0.0|0
