|dates|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Bladen_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|94.0|0|2.0|0|0.0|0
0|2020-05-25|94.0|0|2.0|0|0.0|0
0|2020-05-26|94.0|0|2.0|0|0.0|0
