|dates|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedCases.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3034.0|0|212.0|0|0.0|0
0|2020-05-18|3056.0|0|216.0|0|0.0|0
0|2020-05-19|3145.0|0|219.0|0|0.0|0
0|2020-05-20|3213.0|0|221.0|0|0.0|0
0|2020-05-21|3319.0|0|225.0|0|0.0|0
0|2020-05-22|3370.0|0|225.0|0|0.0|0
0|2020-05-23|3370.0|0|225.0|0|0.0|0
