|dates|Kearny_Kansas_UnitedStates.JHU_ConfirmedCases.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Kearny_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Kearny_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Kearny_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|0.0|0|0.0|0
0|2020-05-18|40.0|0|1.0|0|0.0|0
0|2020-05-19|40.0|0|1.0|0|0.0|0
0|2020-05-20|40.0|0|1.0|0|0.0|0
0|2020-05-21|40.0|0|1.0|0|0.0|0
0|2020-05-22|40.0|0|1.0|0|0.0|0
0|2020-05-23|40.0|0|1.0|0|0.0|0
