|dates|Appomattox_Virginia_UnitedStates.JHU_ConfirmedCases.data|Appomattox_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Appomattox_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Appomattox_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Appomattox_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Appomattox_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|23.0|0|0.0|0|0.0|0
0|2020-05-18|25.0|0|0.0|0|0.0|0
0|2020-05-19|24.0|0|0.0|0|0.0|0
0|2020-05-20|24.0|0|0.0|0|0.0|0
0|2020-05-21|25.0|0|0.0|0|0.0|0
0|2020-05-22|26.0|0|0.0|0|0.0|0
0|2020-05-23|26.0|0|0.0|0|0.0|0
