|dates|Grady_Georgia_UnitedStates.JHU_ConfirmedCases.data|Grady_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Grady_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Grady_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Grady_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Grady_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|90.0|0|4.0|0|0.0|0
0|2020-05-18|92.0|0|4.0|0|0.0|0
0|2020-05-19|92.0|0|4.0|0|0.0|0
0|2020-05-20|93.0|0|4.0|0|0.0|0
0|2020-05-21|92.0|0|4.0|0|0.0|0
0|2020-05-22|93.0|0|4.0|0|0.0|0
0|2020-05-23|93.0|0|4.0|0|0.0|0
