|dates|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bradford_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|44.0|0|3.0|0|0.0|0
0|2020-05-25|44.0|0|3.0|0|0.0|0
0|2020-05-26|44.0|0|3.0|0|0.0|0
