|dates|McCook_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|McCook_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|McCook_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|McCook_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|McCook_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|McCook_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5.0|0|1.0|0|0.0|0
0|2020-05-25|5.0|0|1.0|0|0.0|0
0|2020-05-26|5.0|0|1.0|0|0.0|0
