|dates|Sumter_Georgia_UnitedStates.JHU_ConfirmedCases.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Sumter_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|460.0|0|41.0|0|0.0|0
0|2020-05-28|460.0|0|41.0|0|0.0|0
0|2020-05-29|460.0|0|41.0|0|0.0|0
0|2020-05-30|460.0|0|41.0|0|0.0|0
