|dates|Franklin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Franklin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|25.0|0|0.0|0|0.0|0
0|2020-05-28|25.0|0|0.0|0|0.0|0
0|2020-05-29|25.0|0|0.0|0|0.0|0
0|2020-05-30|25.0|0|0.0|0|0.0|0
