|dates|SanLuisObispo_California_UnitedStates.JHU_ConfirmedCases.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedCases.missing|SanLuisObispo_California_UnitedStates.JHU_ConfirmedDeaths.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanLuisObispo_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanLuisObispo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|243.0|0|1.0|0|0.0|0
0|2020-05-18|246.0|0|1.0|0|0.0|0
0|2020-05-19|247.0|0|1.0|0|0.0|0
0|2020-05-20|249.0|0|1.0|0|0.0|0
0|2020-05-21|251.0|0|1.0|0|0.0|0
0|2020-05-22|253.0|0|1.0|0|0.0|0
0|2020-05-23|253.0|0|1.0|0|0.0|0
