|dates|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Westmoreland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|42.0|0|0.0|0|0.0|0
0|2020-05-18|42.0|0|0.0|0|0.0|0
0|2020-05-19|43.0|0|0.0|0|0.0|0
0|2020-05-20|42.0|0|0.0|0|0.0|0
0|2020-05-21|43.0|0|0.0|0|0.0|0
0|2020-05-22|43.0|0|0.0|0|0.0|0
0|2020-05-23|43.0|0|0.0|0|0.0|0
