|dates|Bay_Florida_UnitedStates.JHU_ConfirmedCases.data|Bay_Florida_UnitedStates.JHU_ConfirmedCases.missing|Bay_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Bay_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Bay_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Bay_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|97.0|0|3.0|0|0.0|0
0|2020-05-28|97.0|0|3.0|0|0.0|0
0|2020-05-29|97.0|0|3.0|0|0.0|0
0|2020-05-30|97.0|0|3.0|0|0.0|0
