|dates|Fannin_Texas_UnitedStates.JHU_ConfirmedCases.data|Fannin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Fannin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Fannin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Fannin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Fannin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|34.0|0|2.0|0|0.0|0
0|2020-05-25|34.0|0|2.0|0|0.0|0
0|2020-05-26|34.0|0|2.0|0|0.0|0
