|dates|Otero_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Otero_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Otero_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Otero_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8.0|0|1.0|0|0.0|0
0|2020-05-18|8.0|0|1.0|0|0.0|0
0|2020-05-19|8.0|0|1.0|0|0.0|0
0|2020-05-20|8.0|0|1.0|0|0.0|0
0|2020-05-21|8.0|0|1.0|0|0.0|0
0|2020-05-22|12.0|0|1.0|0|0.0|0
0|2020-05-23|12.0|0|1.0|0|0.0|0
