|dates|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Worcester_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9252.0|0|569.0|0|0.0|0
0|2020-05-18|9442.0|0|581.0|0|0.0|0
0|2020-05-19|9582.0|0|597.0|0|0.0|0
0|2020-05-20|9780.0|0|625.0|0|0.0|0
0|2020-05-21|9997.0|0|640.0|0|0.0|0
0|2020-05-22|10101.0|0|652.0|0|0.0|0
0|2020-05-23|10101.0|0|652.0|0|0.0|0
