|dates|Arapahoe_Colorado_UnitedStates.JHU_ConfirmedCases.data|Arapahoe_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Arapahoe_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Arapahoe_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Arapahoe_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Arapahoe_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4039.0|0|280.0|0|0.0|0
0|2020-05-25|4075.0|0|280.0|0|0.0|0
0|2020-05-26|4075.0|0|280.0|0|0.0|0
