|dates|Shelby_Alabama_UnitedStates.JHU_ConfirmedCases.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|390.0|0|19.0|0|0.0|0
0|2020-05-15|391.0|0|19.0|0|0.0|0
0|2020-05-16|391.0|0|19.0|0|0.0|0
