|dates|Lawrence_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|0.0|0|0.0|0
0|2020-05-25|43.0|0|0.0|0|0.0|0
0|2020-05-26|43.0|0|0.0|0|0.0|0
