|dates|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Yancey_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|8.0|0|0.0|0|0.0|0
0|2020-05-15|8.0|0|0.0|0|0.0|0
0|2020-05-16|8.0|0|0.0|0|0.0|0
