|dates|Pocahontas_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Pocahontas_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Pocahontas_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Pocahontas_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Pocahontas_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Pocahontas_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17.0|0|0.0|0|0.0|0
0|2020-05-28|17.0|0|0.0|0|0.0|0
0|2020-05-29|17.0|0|0.0|0|0.0|0
0|2020-05-30|17.0|0|0.0|0|0.0|0
