|dates|York_Virginia_UnitedStates.JHU_ConfirmedCases.data|York_Virginia_UnitedStates.JHU_ConfirmedCases.missing|York_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|York_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|York_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|York_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|71.0|0|3.0|0|0.0|0
0|2020-05-28|71.0|0|3.0|0|0.0|0
0|2020-05-29|71.0|0|3.0|0|0.0|0
0|2020-05-30|71.0|0|3.0|0|0.0|0
