|dates|York_Virginia_UnitedStates.JHU_ConfirmedCases.data|York_Virginia_UnitedStates.JHU_ConfirmedCases.missing|York_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|York_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|York_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|York_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|62.0|0|3.0|0|0.0|0
0|2020-05-18|63.0|0|3.0|0|0.0|0
0|2020-05-19|63.0|0|3.0|0|0.0|0
0|2020-05-20|63.0|0|3.0|0|0.0|0
0|2020-05-21|65.0|0|3.0|0|0.0|0
0|2020-05-22|67.0|0|3.0|0|0.0|0
0|2020-05-23|67.0|0|3.0|0|0.0|0
