|dates|Washington_Indiana_UnitedStates.JHU_ConfirmedCases.data|Washington_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Washington_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|1.0|0|0.0|0
0|2020-05-18|50.0|0|1.0|0|0.0|0
0|2020-05-19|50.0|0|1.0|0|0.0|0
0|2020-05-20|52.0|0|1.0|0|0.0|0
0|2020-05-21|52.0|0|1.0|0|0.0|0
0|2020-05-22|52.0|0|1.0|0|0.0|0
0|2020-05-23|52.0|0|1.0|0|0.0|0
