|dates|Harrison_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19.0|0|0.0|0|0.0|0
0|2020-05-15|19.0|0|0.0|0|0.0|0
0|2020-05-16|19.0|0|0.0|0|0.0|0
