|dates|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Chester_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2118.0|0|220.0|0|0.0|0
0|2020-05-18|2153.0|0|227.0|0|0.0|0
0|2020-05-19|2199.0|0|230.0|0|0.0|0
0|2020-05-20|2217.0|0|235.0|0|0.0|0
0|2020-05-21|2267.0|0|238.0|0|0.0|0
0|2020-05-22|2320.0|0|242.0|0|0.0|0
0|2020-05-23|2320.0|0|242.0|0|0.0|0
