|dates|Atchison_Kansas_UnitedStates.JHU_ConfirmedCases.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Atchison_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Atchison_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|19.0|0|0.0|0|0.0|0
0|2020-05-25|21.0|0|0.0|0|0.0|0
0|2020-05-26|21.0|0|0.0|0|0.0|0
