|dates|Wise_Texas_UnitedStates.JHU_ConfirmedCases.data|Wise_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wise_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wise_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wise_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wise_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|45.0|0|3.0|0|0.0|0
0|2020-05-28|45.0|0|3.0|0|0.0|0
0|2020-05-29|45.0|0|3.0|0|0.0|0
0|2020-05-30|45.0|0|3.0|0|0.0|0
