|dates|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Juniata_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|95.0|0|4.0|0|0.0|0
0|2020-05-25|95.0|0|4.0|0|0.0|0
0|2020-05-26|95.0|0|4.0|0|0.0|0
