|dates|Barry_Michigan_UnitedStates.JHU_ConfirmedCases.data|Barry_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Barry_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Barry_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Barry_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Barry_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|56.0|0|1.0|0|0.0|0
0|2020-05-18|57.0|0|1.0|0|0.0|0
0|2020-05-19|58.0|0|1.0|0|0.0|0
0|2020-05-20|57.0|0|1.0|0|0.0|0
0|2020-05-21|57.0|0|1.0|0|0.0|0
0|2020-05-22|57.0|0|2.0|0|0.0|0
0|2020-05-23|57.0|0|2.0|0|0.0|0
