|dates|Union_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Union_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Union_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Union_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Union_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Union_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15169.0|0|1025.0|0|0.0|0
0|2020-05-25|15218.0|0|1024.0|0|0.0|0
0|2020-05-26|15218.0|0|1024.0|0|0.0|0
