|dates|Saline_Missouri_UnitedStates.JHU_ConfirmedCases.data|Saline_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Saline_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|268.0|0|2.0|0|0.0|0
0|2020-05-28|268.0|0|2.0|0|0.0|0
0|2020-05-29|268.0|0|2.0|0|0.0|0
0|2020-05-30|268.0|0|2.0|0|0.0|0
