|dates|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|21.0|0|0.0|0|0.0|0
0|2020-05-25|21.0|0|0.0|0|0.0|0
0|2020-05-26|21.0|0|0.0|0|0.0|0
