|dates|Dade_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dade_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dade_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dade_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dade_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dade_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|27.0|0|1.0|0|0.0|0
0|2020-05-28|27.0|0|1.0|0|0.0|0
0|2020-05-29|27.0|0|1.0|0|0.0|0
0|2020-05-30|27.0|0|1.0|0|0.0|0
