|dates|Barrow_Georgia_UnitedStates.JHU_ConfirmedCases.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Barrow_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Barrow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|257.0|0|8.0|0|0.0|0
0|2020-05-18|263.0|0|8.0|0|0.0|0
0|2020-05-19|267.0|0|8.0|0|0.0|0
0|2020-05-20|272.0|0|8.0|0|0.0|0
0|2020-05-21|276.0|0|9.0|0|0.0|0
0|2020-05-22|281.0|0|11.0|0|0.0|0
0|2020-05-23|281.0|0|11.0|0|0.0|0
