|dates|Amherst_Virginia_UnitedStates.JHU_ConfirmedCases.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Amherst_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Amherst_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|25.0|0|0.0|0|0.0|0
0|2020-05-25|26.0|0|0.0|0|0.0|0
0|2020-05-26|26.0|0|0.0|0|0.0|0
