|dates|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedCases.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|JeffersonDavis_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|69.0|0|6.0|0|0.0|0
0|2020-05-15|70.0|0|6.0|0|0.0|0
0|2020-05-16|70.0|0|6.0|0|0.0|0
