|dates|Glenn_California_UnitedStates.JHU_ConfirmedCases.data|Glenn_California_UnitedStates.JHU_ConfirmedCases.missing|Glenn_California_UnitedStates.JHU_ConfirmedDeaths.data|Glenn_California_UnitedStates.JHU_ConfirmedDeaths.missing|Glenn_California_UnitedStates.JHU_ConfirmedRecoveries.data|Glenn_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|12.0|0|0.0|0|0.0|0
0|2020-05-25|12.0|0|0.0|0|0.0|0
0|2020-05-26|12.0|0|0.0|0|0.0|0
