|dates|Perry_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Perry_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|0.0|0|0.0|0
0|2020-05-28|14.0|0|0.0|0|0.0|0
0|2020-05-29|14.0|0|0.0|0|0.0|0
0|2020-05-30|14.0|0|0.0|0|0.0|0
