|dates|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedCases.data|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Rockbridge_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17.0|0|0.0|0|0.0|0
0|2020-05-28|17.0|0|0.0|0|0.0|0
0|2020-05-29|17.0|0|0.0|0|0.0|0
0|2020-05-30|17.0|0|0.0|0|0.0|0
