|dates|Greeley_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Greeley_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Greeley_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2.0|0|0.0|0|0.0|0
0|2020-05-28|2.0|0|0.0|0|0.0|0
0|2020-05-29|2.0|0|0.0|0|0.0|0
0|2020-05-30|2.0|0|0.0|0|0.0|0
