|dates|OutofAZ_Arizona_UnitedStates.JHU_ConfirmedCases.data|OutofAZ_Arizona_UnitedStates.JHU_ConfirmedCases.missing|OutofAZ_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|OutofAZ_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|OutofAZ_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|OutofAZ_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|0.0|0|0.0|0|0.0|0
0|2020-05-15|0.0|0|0.0|0|0.0|0
0|2020-05-16|0.0|0|0.0|0|0.0|0
