|dates|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Lunenburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|0.0|0|0.0|0
0|2020-05-28|10.0|0|0.0|0|0.0|0
0|2020-05-29|10.0|0|0.0|0|0.0|0
0|2020-05-30|10.0|0|0.0|0|0.0|0
