|dates|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Hoke_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|149.0|0|0.0|0|0.0|0
0|2020-05-18|152.0|0|0.0|0|0.0|0
0|2020-05-19|152.0|0|0.0|0|0.0|0
0|2020-05-20|166.0|0|0.0|0|0.0|0
0|2020-05-21|166.0|0|0.0|0|0.0|0
0|2020-05-22|175.0|0|1.0|0|0.0|0
0|2020-05-23|175.0|0|1.0|0|0.0|0
