|dates|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Choctaw_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4.0|0|0.0|0|0.0|0
0|2020-05-18|5.0|0|0.0|0|0.0|0
0|2020-05-19|6.0|0|0.0|0|0.0|0
0|2020-05-20|12.0|0|0.0|0|0.0|0
0|2020-05-21|12.0|0|0.0|0|0.0|0
0|2020-05-22|14.0|0|0.0|0|0.0|0
0|2020-05-23|14.0|0|0.0|0|0.0|0
