|dates|Huron_Michigan_UnitedStates.JHU_ConfirmedCases.data|Huron_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Huron_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Huron_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Huron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Huron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|39.0|0|1.0|0|0.0|0
0|2020-05-15|38.0|0|1.0|0|0.0|0
0|2020-05-16|38.0|0|1.0|0|0.0|0
