|dates|St.Clair_Michigan_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|403.0|0|31.0|0|0.0|0
0|2020-05-18|407.0|0|31.0|0|0.0|0
0|2020-05-19|412.0|0|32.0|0|0.0|0
0|2020-05-20|419.0|0|33.0|0|0.0|0
0|2020-05-21|422.0|0|33.0|0|0.0|0
0|2020-05-22|426.0|0|33.0|0|0.0|0
0|2020-05-23|426.0|0|33.0|0|0.0|0
