|dates|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Wagoner_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|137.0|0|17.0|0|0.0|0
0|2020-05-18|137.0|0|17.0|0|0.0|0
0|2020-05-19|137.0|0|17.0|0|0.0|0
0|2020-05-20|137.0|0|17.0|0|0.0|0
0|2020-05-21|140.0|0|17.0|0|0.0|0
0|2020-05-22|143.0|0|17.0|0|0.0|0
0|2020-05-23|143.0|0|17.0|0|0.0|0
