|dates|Angelina_Texas_UnitedStates.JHU_ConfirmedCases.data|Angelina_Texas_UnitedStates.JHU_ConfirmedCases.missing|Angelina_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Angelina_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Angelina_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Angelina_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|119.0|0|1.0|0|0.0|0
0|2020-05-15|131.0|0|1.0|0|0.0|0
0|2020-05-16|131.0|0|1.0|0|0.0|0
