|dates|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5158.0|0|462.0|0|0.0|0
0|2020-05-18|5409.0|0|467.0|0|0.0|0
0|2020-05-19|5650.0|0|476.0|0|0.0|0
0|2020-05-20|5838.0|0|485.0|0|0.0|0
0|2020-05-21|6029.0|0|502.0|0|0.0|0
0|2020-05-22|6350.0|0|518.0|0|0.0|0
0|2020-05-23|6350.0|0|518.0|0|0.0|0
