|dates|Valencia_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Valencia_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Valencia_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Valencia_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Valencia_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Valencia_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|66.0|0|1.0|0|0.0|0
0|2020-05-18|68.0|0|1.0|0|0.0|0
0|2020-05-19|68.0|0|1.0|0|0.0|0
0|2020-05-20|70.0|0|1.0|0|0.0|0
0|2020-05-21|69.0|0|1.0|0|0.0|0
0|2020-05-22|70.0|0|1.0|0|0.0|0
0|2020-05-23|70.0|0|1.0|0|0.0|0
