|dates|Fayette_Texas_UnitedStates.JHU_ConfirmedCases.data|Fayette_Texas_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|28.0|0|2.0|0|0.0|0
0|2020-05-15|27.0|0|2.0|0|0.0|0
0|2020-05-16|27.0|0|2.0|0|0.0|0
