|dates|Milam_Texas_UnitedStates.JHU_ConfirmedCases.data|Milam_Texas_UnitedStates.JHU_ConfirmedCases.missing|Milam_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Milam_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Milam_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Milam_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|28.0|0|1.0|0|0.0|0
0|2020-05-25|28.0|0|1.0|0|0.0|0
0|2020-05-26|28.0|0|1.0|0|0.0|0
