|dates|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sawyer_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
