|dates|Anderson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Anderson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Anderson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Anderson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Anderson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Anderson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|39.0|0|1.0|0|0.0|0
0|2020-05-25|39.0|0|1.0|0|0.0|0
0|2020-05-26|39.0|0|1.0|0|0.0|0
