|dates|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rutherford_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|153.0|0|7.0|0|0.0|0
0|2020-05-18|153.0|0|7.0|0|0.0|0
0|2020-05-19|153.0|0|7.0|0|0.0|0
0|2020-05-20|155.0|0|7.0|0|0.0|0
0|2020-05-21|156.0|0|7.0|0|0.0|0
0|2020-05-22|161.0|0|7.0|0|0.0|0
0|2020-05-23|161.0|0|7.0|0|0.0|0
